JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer_Code,Comment Code(s),Comp_Star_1,Comp_Star_2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458795.9044,0.796,0.001,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.854|K_V=0.20|TV_BV=-0.045|CREFMAG=4.082|PROG=TJC_PEP_6.6|COMMENT=ONLY TWO VARIABLE SAMPLES; 16 BIT OVERFLOWS CORRECTED|,1,1.27,Z,-4.006,-7.053,,ALF ORI,AAVSO,STD,,,,
2458796.51667,0.6,,,Vis.,SDAV,BU,0.8,0.1,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458797.68889,0.5,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458798.33264,1.1,,,Vis.,THAA,,0.8,1.15,SPA chart,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458798.5703,0.860,0.007,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.32,Z,1.64,,,ALF ORI,AAVSO,STD,,,,
2458798.5722,0.843,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.32,Z,1.64,1.800,,ALF ORI,AAVSO,STD,,,,
2458798.73333,1.0,,,Vis.,STHE,,01,19,10star,full moon,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458799.42083,0.74,,,Vis.,DMIB,K,0.1,1.0,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458800.71181,0.75,,,Vis.,DMIB,K,0.1,1.0,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458802.4214,0.928,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.84,Z,1.64,1.909,,ALF ORI,AAVSO,STD,,,,
2458802.4231,0.926,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.82,Z,1.64,1.898,,ALF ORI,AAVSO,STD,,,,
2458803.65139,0.5,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458803.77153,0.7,,,Vis.,MDP,B,04,09,10 star 2013,moon close,,,Z,,,,alf Ori,RASC,STD,,,,
2458804.68750,1.05,,,Vis.,DMIB,BK,1.0,1.6,Tycho 2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458805.44792,1.1,,,Vis.,DMIB,K,1.0,1.6,Tycho2,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458805.94583,0.5,,,Vis.,MCOA,U,04,09,10 Star Tutorial,Thin clouds.,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458806.98889,0.9,,,Vis.,MCOA,,09,04,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458807.75000,0.7,,,Vis.,DJUB,,alpha tau,,X24880HA,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458808.41,0.6,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458808.8,1.0,,,Vis.,MOW,,09,12,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458809.0374,1.05,,,Vis.,MJAN,,09,12,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458809.41,0.7,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458810.36806,1.23,,,Vis.,SIV,K,1.6,,StarCalc,,,,Z,,,,ALF ORI,,STD,,,,
2458810.39028,1.2,,,Vis.,DMIB,K,1.0,1.6,Tycho2,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458810.54,0.7,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458810.69375,0.7,,,Vis.,MDP,,04,09,10 star 2013,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458810.8708,2.772,0.005,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.867|K_B=0.34|KK_BV=-0.051|TB_BV=0.062|CREFMAG=5.039|PROG=TJC_PEP_6.6|COMMENT=SMOKE; POOR SEEING; 16 BIT OVERFLOWS CORRECTED|,1,1.26,Z,-3.086,-0.854,,ALF ORI,AAVSO,STD,,,,
2458810.8712,0.948,0.007,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.867|K_V=0.24|TV_BV=-0.045|CREFMAG=4.082|PROG=TJC_PEP_6.6|COMMENT=SMOKE; POOR SEEING; 16 BIT OVERFLOWS CORRECTED|,1,1.26,Z,-3.959,-2.047,,ALF ORI,AAVSO,STD,,,,
2458810.95139,0.7,,,Vis.,SHA,,0.4,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458811.41,0.7,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458811.4203,0.957,0.011,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.64,Z,1.64,1.946,,ALF ORI,AAVSO,STD,,,,
2458811.4219,0.951,0.018,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.62,Z,1.64,,,ALF ORI,AAVSO,STD,,,,
2458811.5653,0.8,,,Vis.,AAX,K,01,09,ATLAS,BSC EXTINCTION,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458811.65069,0.6,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458811.99861,1.0,,,Vis.,MCOA,,09,12,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458812.41944,0.7,,,Vis.,MVO,,01,12,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458812.700,0.6,,,Vis.,BGZ,,01,04,14473OH,,,,Z,,,,ALF ORI,,STD,,,,
2458813.4,0.5,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458814.4,1.0,,,Vis.,WPT,,0.8,1.6,Astronomical Almanac,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458815.52778,1.1,,,Vis.,DMIB,K,1.0,1.6,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458816.5792,0.9,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458817.5,1.1,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458817.8761,2.856,0.003,,B,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.862|K_B=0.39|KK_BV=-0.051|TB_BV=0.062|CREFMAG=5.039|PROG=TJC_PEP_6.6|COMMENT=NOCHECKSTAR; POOR CONDITIONS|,1,1.24,Z,-3.084,0.0,,ALF ORI,AAVSO,STD,,,,
2458817.8765,1.037,0.002,,V,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.862|K_V=0.23|TV_BV=-0.045|CREFMAG=4.082|PROG=TJC_PEP_6.6|COMMENT=NOCHECKSTAR; POOR CONDITIONS|,1,1.24,Z,-3.947,0.0,,ALF ORI,AAVSO,STD,,,,
2458818.32639,1.25,,,Vis.,SIV,K,1.6,,StarCalc,,,,Z,,,,ALF ORI,,STD,,,,
2458818.34444,0.7,,,Vis.,BFU,BL,0.3,1.7,AAVSO (a) Chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458818.4,1.1,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458818.41,0.8,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458818.436,0.9,,,Vis.,VOL,,09,,10star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458818.4365,1.078,0.003,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.45,Z,1.64,1.781,,ALF ORI,AAVSO,STD,,,,
2458818.4384,1.077,0.004,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.44,Z,1.64,1.784,,ALF ORI,AAVSO,STD,,,,
2458818.4958,1.0,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458818.8,1.0,,,Vis.,MOW,,09,12,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458818.9,1.3,,,Vis.,WI,,0.1,1.1,X24700X,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458819.34722,0.5,,,Vis.,SDAV,L,0.8,0.1,ORI0708,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458819.39332,0.2,,,Vis.,MISB,U,16,20,X24412CMT,ALSE V BRIGHT REDDISH TO DARK ORANGE STAR.,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458819.67708,0.9,,,Vis.,CKB,,08,17,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458820.1743,1.0,,,Vis.,BJFA,,04,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458820.31667,0.7,,,Vis.,MVO,,01,12,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458820.4,1.2,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458820.7952,2.889,0.005,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.879|K_B=0.31|KK_BV=-0.051|TB_BV=0.062|CREFMAG=5.039|PROG=TJC_PEP_6.6|COMMENT=POOR CONDITIONS;EXTRA SAMPLES|,1,1.39,Z,-3.130,-0.877,,ALF ORI,AAVSO,STD,,,,
2458820.7956,1.053,0.003,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.879|K_V=0.18|TV_BV=-0.045|CREFMAG=4.082|PROG=TJC_PEP_6.6|COMMENT=POOR CONDITIONS;EXTRA SAMPLES|,1,1.39,Z,-3.989,-2.088,,ALF ORI,AAVSO,STD,,,,
2458821.40903,1.0,,,Vis.,BFU,BW,01,21,AAVSO Chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458821.63889,1.10,,,Vis.,SGQ,,alf CMi,bet Ori,Tirion2000.0,"""Roma, Via Sesto Celere, Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458821.68056,1.11,,,Vis.,SGQ,,alf Tau,bet Ori,Tirion2000.0,"""Roma, Via Sesto Celere, Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458821.70833,1.2,,,Vis.,DMIB,K,1.0,1.6,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458822.37,0.7,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458822.6083,1.0,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458823.34792,1.20,,,Vis.,SIV,K,1.6,,StarCalc,,,,Z,,,,ALF ORI,,STD,,,,
2458823.67917,1.29,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Tau mv=0.86,Tirion 2000.0/Simbad,"""Roma, via della Giuliana Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458824.47877,1.1,,,Vis.,RRIA,,1.2,0.4,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458824.5708,1.0,,,Vis.,AAX,BK,09,11,ATLAS,MOON BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458824.63542,1.15,,,Vis.,DMIB,K,1.0,1.6,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458824.70833,1.0,,,Vis.,SHA,,0.9,1.6,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458825.47877,1.0,,,Vis.,RRIA,,1.2,,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458825.655,1.2,,,Vis.,VOL,,09,16,10star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458825.65625,1.2,,,Vis.,DMIB,K,1.0,1.6,Tycho2,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458826.07708,0.8,,,Vis.,SANG,,0.1,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458826.33333,0.1,,,Vis.,SSAB,BUW,01,21,10-STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458826.33958,0.7,,,Vis.,BFU,BUWL,01,21,AAVSO Chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458826.34375,1.24,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Ivan S. Bryukhanov (BISA) BY, AVSOPLEIONE""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458826.38194,1.1,,,Vis.,ATOB,,01,16,10-star,"""First Comp star: Rigel, Second Comp star: Bellatrix""",,,Z,,,,ALF ORI,AS,STD,,,,
2458826.4,1.2,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458827.40347,0.4,,,Vis.,SDAV,B,0.1,08,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458827.52222,1.1,,,Vis.,DMIB,K,1.0,1.6,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458828.21875,1.06,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Tatiana Donchenko, Uzbekisnan, UZ, AVSOPLEIONE""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458828.32500,0.9,,,Vis.,MVO,,01,12,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458828.390,1.6,,,Vis.,BNW,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458828.4944,0.9,,,Vis.,AAX,BK,09,11,ATLAS,MOON BSC EXTINCTION,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458828.71250,1.20,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Tau mv=0.86,Tirion 2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458829.33194,1.30,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Tau mv=0.86,Tirion 2000.0/Simbad,"""Roma, via Grazioli Lante. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458829.47569,1.0,,,Vis.,GPIA,,08,16,X24928PS,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458829.63819,1.0,,,Vis.,CKB,,08,17,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458829.7021,4.721,0.003,,U,KPL,,SAO 112958,SAO 113186,PEP,|SCOPE=10IN_CASS|SENSOR=SSP5|LOC=32.4N/93.9W|INDEX=UB|DELTA=0.000|K_U_EST=0.60|TU_U=0.0|CREFMAG=5.68|PROG=TJC_PEP_6.6|NO TRANSFORM; NO 2ND ORDER EXTINCTION|,0,1.22,Z,-3.415,-0.207,,ALF ORI,AAVSO,STD,,,,
2458830.425,1.2,,,Vis.,SRAB,,9,16,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458832.35417,1.15,,,Vis.,DMIB,K,1.00,1.60,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458832.40278,1.1,,,Vis.,ATOB,B,09,16,10-star,"""First Comp star: Aldebaran, Second Comp star: Bellatrix""",,,Z,,,,alf Ori,AS,STD,,,,
2458832.50556,1.14,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Tau mv=0.86,Tirion2000.0 and Sim,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458832.6986,4.747,0.005,,U,KPL,,SAO 112958,SAO 113186,PEP,|SCOPE=10IN_CASS|SENSOR=SSP5|LOC=32.4N/93.9W|INDEX=UB|DELTA=0.000|K_U_EST=0.60|TU_U=0.0|CREFMAG=5.68|PROG=TJC_PEP_6.6|NO TRANSFORM; NO 2ND ORDER EXTINCTION|,0,1.20,Z,-3.312,-0.103,,ALF ORI,AAVSO,STD,,,,
2458832.71458,0.7,,,Vis.,MJHA,B,.1,2.1,Ten Star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458833.12639,1.3,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Tatiana Donchenko, Uzbekisnan, UZ, AVSOPLEIONE""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458833.23264,1.24,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Ivan S. Bryukhanov (BISA) BY, AVSOPLEIONE""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458833.29167,1.28,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Ivan S. Bryukhanov (BISA) BY, AVSOPLEIONE""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458833.4,1.2,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458833.400,1.6,,,Vis.,BNW,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458833.44792,1.3,,,Vis.,ATOB,,09,17,10-star,,,,Z,,,,ALF ORI,AS,STD,,,,
2458833.475,1.1,,,Vis.,SRAB,,9,16,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458834.07153,0.8,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458834.17431,1.24,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Tatiana Donchenko, Uzbekisnan, UZ, AVSOPLEIONE""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458834.22917,1.27,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Tatiana Donchenko, Uzbekisnan, UZ, AVSOPLEIONE""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458834.370,1.6,,,Vis.,BNW,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458834.7861,3.023,0.003,,B,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.849|K_B_EST=0.31|KK_BV=-0.051|TB_BV=0.062|CREFMAG=5.039|PROG=TJC_PEP_6.6|COMMENT=NOCHECKSTAR; THIN CLOUDS|,1,1.30,Z,-3.084,0.0,,ALF ORI,AAVSO,STD,,,,
2458834.7865,1.217,0.002,,V,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.849|K_V_EST=0.18|TV_BV=-0.045|CREFMAG=4.082|PROG=TJC_PEP_6.6|COMMENT=NOCHECKSTAR; THIN CLOUDS|,1,1.30,Z,-3.946,0.0,,ALF ORI,AAVSO,STD,,,,
2458835.375,1.1,,,Vis.,KMM,B,0.8,1.6,X24958LK,,,,Z,,,,alf Ori,UAG,STD,,,,
2458835.43403,1.1,,,Vis.,GPIA,,08,16,X24928PS,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458835.65417,1.5,,,Vis.,SSHA,,12,19,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458835.6917,4.762,0.004,,U,KPL,,SAO 112958,SAO 113186,PEP,|SCOPE=10IN_CASS|SENSOR=SSP5|LOC=32.4N/93.9W|INDEX=UB|DELTA=0.000|K_U_EST=0.60|TU_U=0.0|CREFMAG=5.68|PROG=TJC_PEP_6.6|NO TRANSFORM; NO 2ND ORDER EXTINCTION|,0,1.20,Z,-3.488,-0.268,,ALF ORI,AAVSO,STD,,,,
2458836.0972,1.04,,,Vis.,SASC,,0.1 1.6,0.8 1.6,x24279ga,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458836.25000,1.20,,,Vis.,SIV,K,1.6,,StarCalc,,,,Z,,,,ALF ORI,,STD,,,,
2458836.3,1.2,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458836.30347,1.11,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Ivan S. Bryukhanov (BISA) BY, AVSOPLEIONE""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458836.31250,1.15,,,Vis.,MAEA,,0.1,2.0,X24958AKV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458836.380,1.6,,,Vis.,BNW,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458836.392,1.1,,,Vis.,KMM,B,0.8,1.6,X24958LK,,,,Z,,,,alf Ori,UAG,STD,,,,
2458836.5292,1.0,,,Vis.,SRAB,,9,16,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458836.56597,1.2,,,Vis.,CKB,,08,17,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458836.6,1.2,,,Vis.,MOW,,09,12,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458836.69444,1.1,,,Vis.,MDP,,04,09,10 star 2013,dim!,,,Z,,,,ALF ORI,RASC,STD,,,,
2458837.25069,1.20,,,Vis.,BISA,,HR 1457,HR 1790,K,"""VISDIG, camera \""Canon\""-510-A, err =+-0.07, limit=+2m, starry sky, arithmetic mean with several photos, Minsk.""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458837.27778,1.32,,,Vis.,BISA,,HR 1457,HR 1790,K,visual observer Ivan S. Bryukhanov (BISA),,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458837.330,1.5,,,Vis.,VOL,,09,16,10star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458837.3320,1.325,0.039,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.77,Z,1.64,1.951,,ALF ORI,AAVSO,STD,,,,
2458837.40,0.9,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458837.42986,1.09,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Tau mv=0.86,Tirion2000.0 and Sim,"""Roma, via Premuda. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458837.53958,1.4,,,Vis.,SSHA,,12,19,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458837.60694,1.2,,,Vis.,MCOA,,12,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458838.29168,1.4,,,Vis.,VSD,,1.6,,bsc,,,,Z,,,,ALF ORI,VVS,STD,,,,
2458838.41,1.0,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458838.42639,1.3,,,Vis.,GPIA,,08,16,X24928PS,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458838.56250,1.2,,,Vis.,DJUB,,alpha tau,bet aur,X24958BWU,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458838.75000,1.55,,,Vis.,SSHA,U,12,17,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458839.3,1.2,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458839.333,1.5,,,Vis.,WBOA,,0.84 Aldebaran ,1.64 Bellatrix ,X24963ATG,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458839.35069,1.4,,,Vis.,ATOB,,09,17,10-star,,,,Z,,,,ALF ORI,AS,STD,,,,
2458839.36458,1.3,,,Vis.,SDMA,UW,1.6,1.1,Atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458839.4167,1.3,,,Vis.,SRAB,,9,16,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458839.5201,1.5,,,Vis.,VFK,K,12,,SELFM,LEIPZIG BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2458839.61458,1.3,,,Vis.,SHA,,1.2,1.6,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458839.63125,1.4,,,Vis.,MCOA,,12,17,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458839.64306,1.3,,,Vis.,MDP,,09,16,x24958clc,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458839.66667,1.25,,,Vis.,DMIB,K,1.0,1.6,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458839.678,0.7,,,Vis.,BGZ,,01,04,14473OH,,,,Z,,,,ALF ORI,,STD,,,,
2458839.68056,1.8,,,Vis.,SSHA,,17,19,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458839.69792,1.5,,,Vis.,BQE,,16,17,Chart 83,,,,Z,,,,alf Ori,RASC,STD,,,,
2458840.21875,1.23,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Tatiana Donchenko, Uzbekistan, UZ, AVSOPLEIONE""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458840.23542,1.27,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Tatiana Donchenko, Uzbekistan, UZ, AVSOPLEIONE""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458840.23611,0.6,,,Vis.,GGC,,Rigel,Castor,Naked eye,,,,Z,,,,ALF ORI,,STD,,,,
2458840.34653,1.4,,,Vis.,RMU,,0.86,1.64,sa1968,Simbad. 0.86 alf tau; 1.64 gam ori,,,Z,,,,ALF ORI,AAM,STD,,,,
2458840.3590,1.1,,,Vis.,LCR,,"""02,11""",16,Tycho-2,,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458840.41528,1.3,,,Vis.,SDAV,,0.8,1.8,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458840.50556,1.13,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Tau mv=0.86,Tirion2000.0 and Sim,"""Roma, Largo Argentina. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458840.63542,1.2,,,Vis.,CKB,,08,17,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458840.65625,1.3,,,Vis.,DMIB,K,1.0,1.6,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458840.67222,1.8,,,Vis.,SSHA,,17,19,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458840.67500,1.1,,,Vis.,CJL,,Aldeberan,Procyon,English 10 Tutorial ,Star Chart for Alpha Orionis and eta Geminorium,,,Z,,,,alf Ori,AAVSO,STD,,,,
